mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
79.20801086425782,1.2971353967056976,3.7047211170196532,0.37586275218263127,500,5,2,0.3,10,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.3, 'max_depth': 10}",0.5694523633560487,0.5638899425403884,0.5735758995323603,0.5733770791716726,0.5594069596834195,0.5679404488567779,0.005528619680205834,31,0.8436599812794227,0.8444136020326773,0.8513895422871969,0.8432917793683188,0.8447826916258644,0.845507519318696,0.0029880804791430067
167.0373954296112,8.926407313012437,6.047014331817627,0.9554064102350686,500,10,1,0.5,,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': None}",0.5790875026412053,0.5799694477380695,0.5835925582042062,0.5824648477075262,0.5655637828779216,0.5781356278337858,0.006493696643167727,5,0.9841620250185755,0.986280316203115,0.9854924343417962,0.985632011699991,0.986352594609667,0.985583876374629,0.0007884536883303703
41.06144351959229,1.3387040150330622,4.850481939315796,1.3432423505380537,500,10,2,log2,20,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20}",0.5653411783346474,0.576534848709818,0.5848184671567812,0.5799616673028997,0.5560970385893349,0.5725506400186962,0.010430667905379807,16,0.962879790990619,0.9652463647393078,0.9634484835776113,0.9614595080462063,0.9629932576099527,0.9632054809927395,0.001218506544501886
35.581439876556395,2.3453312605501977,4.84645824432373,1.6266949763175909,500,5,4,log2,30,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 30}",0.5707589763958538,0.5612752568903011,0.579521813147394,0.5848239431343839,0.5624361829405305,0.5717632345016928,0.009260429278757643,20,0.9504974071031096,0.953306693068196,0.9535803719406324,0.9524218582468507,0.9513862754872019,0.9522385211691982,0.0011604282034027164
182.09105706214905,1.9422428681817137,5.84119176864624,0.8061910444591995,500,5,1,0.5,20,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 20}",0.5782377132286188,0.5697716954376056,0.5801632027581997,0.5758246821516217,0.5579129017357606,0.5723820390623613,0.008035633747977495,17,0.9957460453112607,0.996314534823042,0.995969290541817,0.996480651903369,0.9961146827651738,0.9961250410689326,0.00025704873230649583
80.79095907211304,6.876775910761847,5.75235686302185,0.8612726493185747,200,5,1,0.5,20,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 20}",0.5672854909156763,0.5734375955702579,0.572257571724628,0.5793160891669523,0.5619130210431496,0.5708419536841328,0.005880927970131869,22,0.9949512895654578,0.9965128907710121,0.995805025728788,0.9960858001301601,0.9953585203660588,0.9957427053122954,0.0005456593234672309
192.20642910003662,3.6962294962748428,7.662356901168823,0.7229040933424489,800,5,1,0.5,10,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 10}",0.5692184241186573,0.5725871211678731,0.5800369912960354,0.5688834354556355,0.5645735145342569,0.5710598973144916,0.005159879850879558,21,0.8451867433990548,0.8477240382750008,0.8505133210239696,0.8464170300255508,0.8422648809341188,0.8464212027315389,0.002729165832678387
30.65365800857544,1.925315533339787,7.145150852203369,0.6997457975116878,300,5,4,sqrt,,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None}",0.5792719226162567,0.5671335308531245,0.5754009022863493,0.5777889077448776,0.5610845049420927,0.5721359536885402,0.006938250284709781,18,0.949301261105845,0.9532268095892819,0.9533470480740415,0.9503186034567296,0.951693046232318,0.9515773536916432,0.0015893997195378707
109.94833006858826,7.082320103241705,6.050776147842408,1.0932402907598944,500,10,1,0.3,,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.3, 'max_depth': None}",0.5759885245701687,0.5758238490690595,0.5829012747890275,0.5797879749366934,0.5607130954834729,0.5750429437696843,0.007630428234747145,11,0.9840933350104938,0.9848669407810352,0.9847127163255404,0.9840210143607446,0.9850266303908776,0.9845441273737384,0.000410439001867937
40.12990007400513,1.3777105984389535,4.7334918022155765,1.0377232039705182,200,10,2,0.3,20,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.3, 'max_depth': 20}",0.5737897920881221,0.5695637021531968,0.5730271376130085,0.5910457603386237,0.5648634695722505,0.5744579723530403,0.008873069678234584,12,0.9634273879165774,0.9648462313433711,0.9629440436020353,0.9643786298576944,0.9642765386033763,0.963974566264611,0.0006892946819471988
40.70404739379883,1.4225859631368576,23.04427843093872,19.827982465727676,500,2,1,log2,30,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 30}",0.5651621537106223,0.557680201608591,0.5571596352160739,0.5664104642695275,0.5506931872956863,0.5594211284201002,0.005764240122490172,40,1.0,1.0,1.0,1.0,1.0,1.0,0.0
